nohup: ignoring input
/home/adm-mcsc/EnviroHealth-Monitor/producers/openaq_producer.py:19: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
  current_time = datetime.utcnow().isoformat()
Starting Simulated Air Quality Producer...
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 34.57, 'unit': 'µg/m³', 'timestamp': '2025-12-31T14:32:23.332085'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 10.22, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:30:47.246900'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 16.63, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:30:52.247518'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 17.42, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:30:57.248199'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 27.56, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:31:02.248904'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 38.52, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:31:07.249527'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 5.91, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:31:12.250097'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 41.39, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:31:17.250647'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 30.18, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:31:22.251223'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 30.54, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:31:27.252010'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 54.69, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:31:32.252552'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 27.84, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:31:37.253224'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 52.57, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:31:42.253903'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 38.59, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:31:47.254444'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 54.99, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:31:52.255046'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 5.22, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:31:57.255663'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 32.48, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:32:02.256415'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 20.49, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:32:07.257257'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 22.94, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:32:12.257956'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 38.7, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:32:17.258415'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 20.26, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:32:22.258928'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 36.2, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:32:27.259512'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 32.85, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:32:32.260177'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 14.27, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:32:37.260612'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 7.58, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:32:42.261253'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 42.4, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:32:47.261879'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 19.32, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:32:52.262618'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 12.95, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:32:57.263521'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 11.12, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:33:02.263987'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 20.01, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:33:07.264567'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 52.39, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:33:12.265595'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 38.2, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:33:17.266243'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 15.78, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:33:22.266753'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 10.05, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:33:27.267427'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 52.23, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:33:32.267911'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 7.09, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:33:37.268386'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 27.04, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:33:42.269053'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 50.36, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:33:47.269770'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 10.0, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:33:52.270239'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 11.04, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:33:57.270716'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 6.31, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:34:02.271350'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 21.35, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:34:07.272039'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 47.04, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:34:12.272628'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 17.63, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:34:17.273214'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 15.76, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:34:22.273876'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 38.47, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:34:27.274538'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 50.29, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:34:32.275158'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 46.01, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:34:37.275978'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 41.74, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:34:42.276577'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 9.06, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:34:47.277154'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 43.38, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:34:52.277744'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 52.51, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:34:57.278188'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 53.45, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:35:02.278653'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 52.79, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:35:07.279217'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 48.9, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:35:12.279857'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 21.18, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:35:17.280265'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 34.84, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:35:22.280729'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 30.7, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:35:27.281317'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 11.6, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:35:32.281881'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 28.77, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:35:37.282456'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 39.04, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:35:42.283054'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 35.52, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:35:47.283658'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 11.76, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:35:52.284298'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 41.52, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:35:57.284963'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 54.37, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:36:02.286381'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 6.35, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:36:07.286992'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 27.51, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:36:12.287547'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 35.46, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:36:17.288310'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 26.23, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:36:22.289713'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 13.23, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:36:27.290160'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 40.44, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:36:32.290826'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 22.99, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:36:37.291468'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 54.45, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:36:42.292071'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 7.39, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:36:47.292684'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 41.13, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:36:52.293192'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 12.18, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:36:57.293950'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 33.17, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:37:02.294553'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 20.65, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:37:07.295334'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 53.11, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:37:12.295847'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 29.16, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:37:17.296443'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 6.51, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:37:22.297123'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 5.05, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:37:27.297923'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 54.53, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:37:32.298592'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 17.12, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:37:37.299126'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 51.34, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:37:42.299810'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 26.68, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:37:47.300434'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 48.6, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:37:52.301035'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 28.15, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:37:57.301664'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 23.59, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:38:02.302373'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 10.65, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:38:07.303013'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 27.2, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:38:12.303647'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 9.09, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:38:17.304285'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 5.89, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:38:22.304829'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 39.9, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:38:27.305430'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 38.88, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:38:32.306030'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 36.81, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:38:37.306599'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 6.18, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:38:42.307254'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 27.52, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:38:47.307868'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 27.49, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:38:52.308400'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 18.71, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:38:57.309014'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 42.21, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:39:02.309650'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 16.27, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:39:07.310257'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 13.44, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:39:12.310797'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 18.65, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:39:17.311436'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 17.35, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:39:22.312068'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 52.65, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:39:27.312645'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 23.01, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:39:32.313186'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 36.82, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:39:37.313833'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 32.02, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:39:42.314481'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 52.07, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:39:47.315129'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 14.82, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:39:52.315708'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 52.5, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:39:57.316251'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 32.99, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:40:02.316757'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 51.68, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:40:07.317252'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 51.32, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:40:12.317785'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 15.41, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:40:17.318194'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 10.42, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:40:22.318615'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 7.59, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:40:27.319158'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 39.63, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:40:32.319730'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 5.83, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:40:37.320171'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 23.37, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:40:42.320750'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 15.23, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:40:47.321458'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 42.6, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:40:52.322059'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 44.45, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:40:57.322563'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 49.35, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:41:02.323146'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 54.22, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:41:07.323745'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 6.2, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:41:12.324456'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 32.17, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:41:17.325116'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 29.59, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:41:22.325802'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 51.36, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:41:27.326330'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 18.5, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:41:32.326910'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 36.58, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:41:37.327466'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 21.36, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:41:42.328737'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 35.03, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:41:47.329146'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 34.1, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:41:52.329576'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 40.59, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:41:57.330008'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 34.99, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:42:02.330450'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 45.02, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:42:07.330879'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 37.08, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:42:12.331318'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 28.86, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:42:17.332029'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 8.18, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:42:22.332596'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 35.21, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:42:27.333199'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 20.65, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:42:32.333793'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 32.03, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:42:37.334775'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 23.64, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:42:42.335356'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 30.24, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:42:47.336356'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 48.78, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:42:52.336916'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 17.96, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:42:57.337487'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 46.13, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:43:02.338126'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 25.9, 'unit': 'µg/m³', 'timestamp': '2025-12-31T17:43:07.338740'}
